공간지리식별번호,지형지물부호,관리번호,행정동읍면코드,도엽번호,관리기관코드,도로구간 번호,자전거 도로명,연장,폭원,국비재원,시군비 재원,기타재원,경계 정류,공사번호,대장초기화여부,설치일자,자전거도로 구분,위치구분,자전거도로 재질,위도,경도
9,AE543,2020,4143010800,377091111A,MNG001,2002,,186.1900024,1.44000006,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT002,SMW008,200124.2325,532767.6883
10,AE543,4079,4143010800,377091114A,MNG001,200149,국지도57호선,220.1199951,1.86000001,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT001,SMW006,201492.4369,532719.3862
11,AE543,4072,4143010800,377091115A,MNG001,200146,국지도57호선,24.95000076,2.02999997,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT001,SMW006,201939.7119,532806.9237
131,AE543,911009,4143010800,377091113A,MNG001,911020,,67.55999756,2.0999999,0,0,0,DWY001,,1,2018-01-01,CGB003,DRT001,SMW999,201127.0323,532596.4725
132,AE543,911008,4143010800,377091113C,MNG001,911028,,17.17000008,1.89999998,0,0,0,DWY001,,1,2018-01-01,CGB002,DRT002,SMW999,201067.8196,532547.6173
133,AE543,911007,4143010800,377091113D,MNG001,911029,,18.45999908,1.89999998,0,0,0,DWY001,,1,2018-01-01,CGB002,DRT002,SMW999,201136.2428,532568.3699
134,AE543,911006,4143010600,377091132D,MNG001,911035,,954.8400269,1.70000005,0,0,0,DWY001,,1,2018-01-01,CGB002,DRT001,SMW999,200785.9839,531270.2159
135,AE543,911005,4143010600,377091133A,MNG001,911035,,137.6900024,1.70000005,0,0,0,DWY001,,1,2018-01-01,CGB002,DRT002,SMW999,200992.8163,531581.2557
136,AE543,911004,4143010600,377091133A,MNG001,911007,,25.52000046,2,0,0,0,DWY003,,1,2018-01-01,CGB003,DRT003,SMW006,201000.4535,531654.9739
137,AE543,911003,4143010600,377091133A,MNG001,911007,,13.69999981,2,0,0,0,DWY003,,1,2018-01-01,CGB003,DRT003,SMW006,200984.69,531646.6394
138,AE543,911002,4143010600,377091133A,MNG001,911007,,42.13999939,2,0,0,0,DWY003,,1,2018-01-01,CGB003,DRT003,SMW006,200996.8673,531637.6181
140,AE543,4085,4143010800,377091113C,MNG001,200149,국지도57호선,133.1300049,2.04999995,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT002,SMW006,201021.7922,532537.821
141,AE543,4083,4143010800,377091113B,MNG001,200149,국지도57호선,322.1799927,1.86000001,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT001,SMW006,201253.9691,532639.6936
142,AE543,4082,4143010800,377091114A,MNG001,200149,국지도57호선,461.5899963,2.04999995,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT002,SMW006,201403.1158,532658.0867
143,AE543,4068,4143010600,377091113C,MNG001,200148,국지도57호선,30.87000084,2.0999999,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT002,SMW006,200934.4805,532525.4499
144,AE543,4084,4143010800,377091113A,MNG001,200149,국지도57호선,11.28999996,1.96000004,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT001,SMW006,201052.3601,532575.7781
145,AE543,4069,4143010800,377091112D,MNG001,200101,국지도57호선,137.5399933,1.90999997,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT001,SMW006,200850.1744,532549.5003
146,AE543,4067,4143010600,377091112D,MNG001,200101,국지도57호선,124.4899979,2.07999992,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT002,SMW006,200857.2158,532515.6645
126,AE543,911014,4143010600,376121540B,MNG001,911039,,13.32999992,2.24000001,0,0,0,DWY003,,1,2018-01-01,CGB003,DRT003,SMW006,199942.9067,531507.823
127,AE543,911013,4143010600,376121540B,MNG001,911002,,6.30999994,2.38000011,0,0,0,DWY003,,1,2018-01-01,CGB003,DRT003,SMW006,199908.2683,531547.4268
128,AE543,911012,4143010600,376121540B,MNG001,911002,,12.26000023,2.20000005,0,0,0,DWY003,,1,2018-01-01,CGB003,DRT003,SMW006,199911.0425,531531.5119
129,AE543,911011,4143010600,376121540B,MNG001,911002,,21.57999992,2.20000005,0,0,0,DWY003,,1,2018-01-01,CGB003,DRT003,SMW006,199928.6254,531534.3717
130,AE543,911010,4143010600,376121540B,MNG001,911002,,19.68000031,2.1099999,0,0,0,DWY003,,1,2018-01-01,CGB003,DRT003,SMW006,199921.4646,531514.0624
62,AE543,2199,4143010900,376121508C,MNG001,30001,,76.48999786,2.3599999,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198700.2589,532869.9218
63,AE543,2198,4143010900,376121508C,MNG001,30012,,88.26999664,1.40999997,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198766.0208,533054.5599
64,AE543,2197,4143010900,376121508C,MNG001,30012,,82.06999969,1.99000001,0,0,0,DWY003,,1,,CGB002,DRT003,SMW007,198812.39,533122.8341
65,AE543,2196,4143010900,376121508C,MNG001,30020,,81.38999939,1.46000004,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198870.874,533072.175
66,AE543,2183,4143010900,376121508A,MNG001,30012,,100.1600037,1.48000002,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198803.115,533296.7613
67,AE543,2182,4143010900,376121508A,MNG001,30012,,51.20999908,1.47000003,0,0,0,DWY001,,1,,CGB001,DRT001,SMW999,198819.7599,533170.7999
68,AE543,2181,4143010900,376121508A,MNG001,30012,,51.58000183,1.48000002,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198778.1624,533378.077
69,AE543,2066,4143010900,376121518D,MNG001,2,안양판교로자전거도로,219.699997,1.39999998,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT002,SMW008,199009.6314,532475.775
70,AE543,2064,4143010900,376121518A,MNG001,1,안양판교로자전거도로,10.80000019,1.39999998,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT001,SMW008,198742.5644,532827.6746
71,AE543,2063,4143010900,376121518A,MNG001,1,안양판교로자전거도로,62.79999924,1.39999998,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT001,SMW008,198761.1526,532796.4129
72,AE543,2047,4143010900,376121518A,MNG001,1,안양판교로자전거도로,16.89999962,1.39999998,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT001,SMW008,198730.6454,532836.723
73,AE543,32,4143010900,376121528B,MNG001,0,,448.8599854,2.29999995,0,0,0,DWY003,,1,,CGB001,DRT001,SMW006,199008.0474,532156.2877
74,AE543,31,4143010700,376121518C,MNG001,161,,78.97000122,1.79999995,0,0,0,DWY003,,1,,CGB002,DRT002,SMW999,198719.5279,532390.028
89,AE543,2095,4143056000,376121530B,MNG001,4,안양판교로자전거도로,9.39999962,1.39999998,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT001,SMW008,199981.6243,532152.7731
90,AE543,2094,4143056000,376121530B,MNG001,4,안양판교로자전거도로,8.5,1.39999998,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT001,SMW008,199960.2824,532157.6468
91,AE543,2093,4143056000,376121530B,MNG001,4,안양판교로자전거도로,7.80000019,1.39999998,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT001,SMW008,199831.9039,532188.8082
92,AE543,2092,4143056000,376121530A,MNG001,4,안양판교로자전거도로,29.10000038,1.10000002,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT002,SMW008,199731.3537,532176.8578
93,AE543,2091,4143056000,376121530A,MNG001,4,안양판교로자전거도로,15.60000038,1.5,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT002,SMW008,199753.3404,532171.631
94,AE543,2090,4143056000,376121530A,MNG001,3,안양판교로자전거도로,9.80000019,2.9000001,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT002,SMW008,199702.598,532183.0306
95,AE543,2089,4143056000,376121530A,MNG001,3,안양판교로자전거도로,8.80000019,1.29999995,0,0,0,DWY003,,1,2011-04-01,CGB003,DRT001,SMW008,199679.2719,532225.7657
96,AE543,2088,4143056000,376121530A,MNG001,2,안양판교로자전거도로,7.9000001,1.39999998,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT001,SMW008,199660.4828,532229.7553
97,AE543,2087,4143056000,376121530A,MNG001,3,안양판교로자전거도로,28.79999924,2.29999995,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT003,SMW008,199695.8378,532203.0119
98,AE543,2086,4143010900,376121530A,MNG001,3,안양판교로자전거도로,4.19999981,1.10000002,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT002,SMW008,199681.4418,532187.548
99,AE543,2085,4143010900,376121530A,MNG001,2,안양판교로자전거도로,7.4000001,1.5,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT002,SMW008,199644.6615,532198.3091
100,AE543,2084,4143010900,376121530A,MNG001,2,안양판교로자전거도로,33.09999847,2.20000005,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT002,SMW008,199664.5238,532193.6593
102,AE543,2082,4143010900,376121529B,MNG001,2,안양판교로자전거도로,30.29999924,2.29999995,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT003,SMW008,199505.5656,532250.0631
103,AE543,2081,4143056000,376121529B,MNG001,2,안양판교로자전거도로,19.5,1.10000002,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT001,SMW008,199497.8803,532271.3513
104,AE543,2080,4143056000,376121529B,MNG001,2,안양판교로자전거도로,11.89999962,1.39999998,0,0,0,DWY003,,1,2011-04-01,CGB003,DRT001,SMW008,199476.7397,532274.0047
105,AE543,2079,4143010900,376121529B,MNG001,2,안양판교로자전거도로,17.39999962,2.5,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT001,SMW008,199465.7519,532275.1372
106,AE543,2078,4143056000,376121529B,MNG001,2,안양판교로자전거도로,10.10000038,1.39999998,0,0,0,DWY003,,1,2011-04-01,CGB003,DRT001,SMW008,199452.8086,532279.4802
216,AE543,2010,4143010800,376121520C,MNG001,2002,,218.4799957,1.32000005,0,0,0,DWY001,,1,2008-01-01,CGB001,DRT002,SMW008,199746.2344,532455.463
217,AE543,2008,4143010800,376121519D,MNG001,2014,,35.74000168,1.26999998,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT002,SMW008,199523.827,532324.1093
218,AE543,100067,4143010900,376121099A,MNG001,100214,,27.26000023,1.89999998,0,0,0,DWY001,RD20170006,1,2017-01-01,CGB002,DRT001,SMW999,199156.4645,533831.2171
219,AE543,100066,4143010900,376121099A,MNG001,100215,,38.11999893,1.90999997,0,0,0,DWY001,RD20170006,1,2017-01-01,CGB002,DRT001,SMW999,199135.0831,533855.8823
220,AE543,100065,4143010900,376121098B,MNG001,100216,,34,1.89999998,0,0,0,DWY001,RD20170006,1,2017-01-01,CGB002,DRT001,SMW999,199109.2741,533881.0577
221,AE543,100064,4143010900,376121098B,MNG001,100213,,26.04000092,1.89999998,0,0,0,DWY001,RD20170006,1,2017-01-01,CGB002,DRT001,SMW999,199086.1014,533900.0405
222,AE543,100063,4143010900,376121088D,MNG001,100219,,35.13999939,1.92999995,0,0,0,DWY001,RD20170006,1,1900-01-01,CGB002,DRT001,SMW999,198966.5055,533976.9873
223,AE543,100062,4143010900,376121088D,MNG001,100212,,61.13000107,1.92999995,0,0,0,DWY001,RD20170006,1,1900-01-01,CGB002,DRT001,SMW999,198926.1272,534003.0843
224,AE543,100061,4143010900,376121098B,MNG001,100217,,8.76000023,1.91999996,0,0,0,DWY001,RD20170006,1,1900-01-01,CGB002,DRT001,SMW999,199023.7571,533942.5345
225,AE543,100060,4143010900,376121098B,MNG001,100218,,44.90999985,1.94000006,0,0,0,DWY001,RD20170006,1,1900-01-01,CGB002,DRT001,SMW999,199000.6187,533956.234
226,AE543,2194,4143010900,376121508B,MNG001,30006,,687.3800049,1.95000005,0,0,0,DWY001,,1,,CGB001,DRT001,SMW999,199138.5716,533355.3327
227,AE543,2209,4143010900,376121098B,MNG001,30006,,58,1.92999995,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,199051.5318,533924.1076
228,AE543,2193,4143010900,376121099C,MNG001,30018,,115.3700028,1.42999995,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,199186.2551,533623.5999
229,AE543,2192,4143010900,376121099A,MNG001,30006,,133.2299957,1.86000001,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,199207.7759,533739.6367
230,AE543,2191,4143010900,376121099C,MNG001,30006,,27.43000031,2.06999993,0,0,0,DWY003,,1,,CGB003,DRT001,SMW007,199243.1092,533661.4557
231,AE543,2190,4143010900,376121098D,MNG001,30030,,12.35000038,2.06999993,0,0,0,DWY003,,1,,CGB001,DRT003,SMW007,198946.5318,533470.456
232,AE543,2189,4143010900,376121098D,MNG001,30018,,15.42000008,2.0999999,0,0,0,DWY003,,1,,CGB001,DRT003,SMW007,198952.019,533483.2355
233,AE543,2188,4143010900,376121098D,MNG001,30018,,14.98999977,2.1099999,0,0,0,DWY003,,1,,CGB001,DRT003,SMW007,198925.0987,533474.7792
234,AE543,2187,4143010900,376121098C,MNG001,30012,,15.94999981,1.44000006,0,0,0,DWY003,,1,,CGB001,DRT001,SMW007,198767.0001,533442.5722
172,AE543,180601,4143010900,376121519C,MNG001,0,,14.69999981,1.89999998,0,0,0,DWY003,,1,2017-01-01,CGB002,DRT003,SMW007,199256.5161,532375.2024
173,AE543,2067,4143010900,376121518D,MNG001,2,안양판교로자전거도로,19.29999924,1.5,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT002,SMW008,199094.4429,532427.8683
174,AE543,2083,4143010900,376121529B,MNG001,2,안양판교로자전거도로,459.3999939,1.39999998,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT002,SMW008,199424.0531,532265.8558
175,AE543,2077,4143056000,376121519D,MNG001,2,안양판교로자전거도로,101.199997,1.39999998,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT001,SMW008,199401.5422,532299.8499
176,AE543,2076,4143056000,376121519D,MNG001,2,안양판교로자전거도로,40.09999847,1.29999995,0,0,0,DWY003,,1,2011-04-01,CGB003,DRT001,SMW008,199337.8457,532331.4299
177,AE543,2075,4143010900,376121519C,MNG001,2,안양판교로자전거도로,48.59999847,1.39999998,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT001,SMW008,199301.4468,532348.8235
178,AE543,2072,4143010900,376121519C,MNG001,2,안양판교로자전거도로,25.89999962,2.4000001,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT003,SMW008,199271.0513,532348.2621
179,AE543,2073,4143010900,376121518D,MNG001,2,안양판교로자전거도로,362,1.39999998,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT001,SMW008,199118.5886,532450.0457
180,AE543,2006,4143010800,376121520D,MNG001,2003,,53.08000183,1.29999995,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT002,SMW008,199988.7134,532395.6329
181,AE543,2017,4143010800,376121520B,MNG001,2002,,259.2200012,1.27999997,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT002,SMW008,199955.8071,532626.2856
182,AE543,2019,4143010800,376121520B,MNG001,2002,,10.35999966,1.35000002,0,0,0,DWY001,,1,2008-01-01,CGB001,DRT001,SMW008,200017.3747,532701.4947
183,AE543,2007,4143010800,376121520D,MNG001,2003,,48.90000153,1.29999995,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT001,SMW008,199994.755,532405.8615
184,AE543,2071,4143010900,376121519C,MNG001,2,안양판교로자전거도로,6.4000001,1.39999998,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT002,SMW008,199212.588,532363.3014
185,AE543,2070,4143010900,376121519C,MNG001,2,안양판교로자전거도로,86.19999695,1.39999998,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT002,SMW008,199172.178,532385.8723
186,AE543,2069,4143010900,376121519C,MNG001,2,안양판교로자전거도로,10,1.39999998,0,0,0,DWY003,,1,2011-04-01,CGB001,DRT002,SMW008,199133.5784,532406.7135
187,AE543,2068,4143010900,376121519C,MNG001,2,안양판교로자전거도로,10.39999962,1.5,0,0,0,DWY001,,1,2011-04-01,CGB002,DRT002,SMW008,199121.089,532414.122
188,AE543,2037,4143010800,376121520D,MNG001,2001,,27.55999947,1.30999994,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT002,SMW008,199893.3014,532478.0046
189,AE543,2036,4143010800,376121520D,MNG001,2001,,27.12000084,1.33000004,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT001,SMW008,199903.4351,532487.8108
190,AE543,2035,4143010800,376121520D,MNG001,2001,,36.61000061,1.27999997,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT001,SMW008,199875.0442,532518.1497
191,AE543,2029,4143010800,376121520D,MNG001,2001,,36.58000183,1.32000005,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT002,SMW008,199864.2565,532506.4343
192,AE543,2028,4143010800,376121519D,MNG001,2014,,52.27000046,1.28999996,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT002,SMW008,199547.9246,532375.13
193,AE543,2027,4143010800,376121519D,MNG001,2002,,1.14999998,1.32000005,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT001,SMW008,199548.2881,532416.8617
194,AE543,2025,4143010800,376121520D,MNG001,2004,,53.72999954,1.30999994,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT002,SMW008,199923.2268,532450.1844
195,AE543,2024,4143010800,376121520D,MNG001,2004,,53.34999847,1.33000004,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT001,SMW008,199931.5104,532458.5193
196,AE543,2023,4143010800,376121520B,MNG001,2002,,84.52999878,1.30999994,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT001,SMW008,199879.5799,532575.1249
197,AE543,2022,4143010800,376121520B,MNG001,2002,,17.60000038,1.37,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT001,SMW008,199977.8821,532677.2555
198,AE543,2021,4143010800,376121520B,MNG001,2002,,76.26000214,1.28999996,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT001,SMW008,199940.3656,532640.0197
199,AE543,2015,4143010800,376121519D,MNG001,2014,,99,1.32000005,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT001,SMW008,199520.9549,532371.0449
200,AE543,2014,4143010800,376121520C,MNG001,2002,,30.34000015,1.30999994,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT001,SMW008,199572.7568,532427.0957
201,AE543,2013,4143010800,376121520C,MNG001,2002,,105.3300018,1.45000005,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT001,SMW008,199662.0544,532446.3298
202,AE543,2012,4143010800,376121520D,MNG001,2002,,130.0700073,1.39999998,0,0,0,DWY001,,1,2008-01-01,CGB001,DRT001,SMW008,199788.9984,532491.4699
203,AE543,2011,4143010800,376121520C,MNG001,2002,,78.05000305,1.28999996,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT002,SMW008,199598.117,532410.3588
235,AE543,2186,4143010900,376121098C,MNG001,30018,,72.05999756,1.49000001,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198827.4137,533433.5293
236,AE543,2185,4143010900,376121098D,MNG001,30018,,48.54000092,1.51999998,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198901.2927,533458.7196
237,AE543,2184,4143010900,376121098D,MNG001,30018,,205.0399933,1.44000006,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,199053.7697,533519.5432
238,AE543,2180,4143010900,376121098C,MNG001,30012,,127.7099991,1.41999996,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198738.2004,533503.7337
239,AE543,2179,4143010900,376121098C,MNG001,30012,,162.6300049,1.38999999,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198730.3189,533669.8524
240,AE543,2178,4143010900,376121098A,MNG001,30012,,16.42000008,2.05999994,0,0,0,DWY003,,1,,CGB003,DRT003,SMW007,198780.6466,533739.6999
241,AE543,2177,4143010900,376121098A,MNG001,30012,,18.17000008,2.05999994,0,0,0,DWY003,,1,,CGB003,DRT001,SMW007,198791.8584,533769.5623
242,AE543,2176,4143010900,376121098A,MNG001,30012,,20.70999908,1.44000006,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198789.8375,533800.0076
243,AE543,2175,4143010900,376121098A,MNG001,30012,,191.8399963,1.42999995,0,0,0,DWY001,,1,,CGB001,DRT001,SMW999,198824.0878,533943.754
244,AE543,2174,4143010900,376121088C,MNG001,30006,,36.15000153,1.91999996,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198849.0025,534052.8515
245,AE543,2173,4143010900,376121088C,MNG001,30006,,28.32999992,2.05999994,0,0,0,DWY003,,1,,CGB001,DRT001,SMW007,198880.8187,534031.3288
246,AE543,2172,4143010900,376121098C,MNG001,30012,,57.11999893,1.99000001,0,0,0,DWY003,,1,,CGB001,DRT003,SMW007,198785.0991,533429.703
247,AE543,2171,4143010900,376121098C,MNG001,30012,,16.75,2.07999992,0,0,0,DWY003,,1,,CGB002,DRT001,SMW007,198713.1463,533598.7111
248,AE543,2266,4143010900,376121518C,MNG001,200174,,10.51000023,1.26999998,0,0,0,DWY003,,1,2015-01-01,CGB002,DRT002,SMW007,198868.5027,532566.7998
249,AE543,2265,4143010900,376121518A,MNG001,200175,,2.18000007,2.52999997,0,0,0,DWY001,,1,2015-01-01,CGB003,DRT002,SMW006,198820.7202,532596.5049
250,AE543,2264,4143010900,376121508D,MNG001,200171,,11.69999981,1.85000002,0,0,0,DWY003,,1,2015-01-01,CGB001,DRT001,SMW007,198949.8604,532908.3019
251,AE543,2263,4143010900,376121518A,MNG001,200174,,36.86999893,2.50999999,0,0,0,DWY001,,1,2015-01-01,CGB003,DRT002,SMW006,198852.0637,532577.996
